"Id","CAS","SMILES","Status","Experimental_value","Predicted value","BINARY Predicted value","BINARY with unpredicted"
"1045","3722-54-1","O=C1c3cc(OC)ccc3(Oc2cc(OC)cc(OC)c12)","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1056","75-69-4","FC(Cl)(Cl)Cl","Test","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1075","824-94-2","O(c1ccc(cc1)CCl)C","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1079","2244-16-8","O=C1C(=CCC(C(=C)C)C1)C","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1086","18810-04-3","O=C(O)C(N)CNCCCCC(N)C(=O)O","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1087","394-69-4","Fc1cccc2ncccc12","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1089","1694-20-8","O=[N+]([O-])c2ccc(C=Cc1ccccc1)cc2","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1090","20702-77-6","O=C(c3c(O)cc(OC2OC(CO)C(O)C(O)C2(OC1OC(C)C(O)C(O)C1(O)))cc3(O))CCc4ccc(OC)c(O)c4","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1095","80657-17-6","O=C4C=C2C(=C1C=CC3(C)(C(O)CCC3(C1CC2)))CC4","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1096","59-67-6","O=C(O)c1cnccc1","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1100","73-24-5","n1cnc2[nH]cnc2(c1N)","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1106","78-81-9","NCC(C)C","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1107","101901-07-9","O=C(O)CC2(OCCc1c3ccc(O)c(c3([nH]c12))CC)CC","Test","Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1108","623-15-4","O=C(C=Cc1occc1)C","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1126","29852-26-4","c1ccc5c(c1)cc2c4c5(ccc3cccc(cc2CCl)c34)","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1113","42978-43-8","O=C(OCc4c5ccccc5(c1ccc2cccc3ccc4(c1c23)))C","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1121","16051-77-7","O=[N+]([O-])OC1COC2C(O)COC12","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1124","95741-57-4","c1ccc2cc3c(cc2(c1))c5cccc4cc(cc3c45)C","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1125","23452-05-3","O=C2Oc1cc(O)cc(c1c3cc(OC)cc(O)c23)C","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1132","109-78-4","N#CCCO","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1137","152-20-5","O=P(OC)(OC)SC","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1138","3648-20-2","O=C(OCCCCCCCCCCC)c1ccccc1(C(=O)OCCCCCCCCCCC)","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1141","96-23-1","OC(CCl)CCl","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1142","74014-51-0","O=CCC3CC(C)C(O)C=CC=CCC(OC(=O)CC(O)C(OC)C3(OC2OC(C)C(OC1OC(C)C(OC(=O)CCC)C(OC(=O)CC)(C)C1)C(N(C)C)C2(O)))C","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1145","92-67-1","Nc1ccc(cc1)c2ccccc2","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1146","874-42-0","O=Cc1ccc(cc1Cl)Cl","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1161","80-15-9","OOC(c1ccccc1)(C)C","Test","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1162","150-60-7","c1ccc(cc1)CSSCc2ccccc2","Test","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1165","4332-51-8","c1ccc(cc1)CSCCCl","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1166","2051-10-7","O=C1C(=O)c3c4ccccc4(ccc3(c2ccccc12))","Test","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1169","55256-53-6","O=C1c5c(O)ccc(c5(Oc2cc3OC4OC=CC4(O)(c3(c(O)c12))))CCC(O)(C)C","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1170","461-58-5","N#CNC(=N)N","Test","Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1172","78-51-3","O=P(OCCOCCCC)(OCCOCCCC)OCCOCCCC","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1188","110-13-4","O=C(C)CCC(=O)C","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1196","148193-33-3","n2c(OC)c1ccc(N)cc1s2","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1197","75-09-2","C(Cl)Cl","Test","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1198","577-71-9","O=[N+]([O-])c1ccc(O)cc1[N+](=O)[O-]","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1203","96563-08-5","c1ccc3c(c1)c2c(cccc2C3C)C","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1208","135086-92-9","O=C2c3[nH]c4ccccc4(c3(N=NN2(N=Cc1ccccc1)))","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1219","15176-29-1","O=C1NC(=O)N(C=C1CC)C2OC(CO)C(O)C2","Test","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1221","89-83-8","Oc1cc(ccc1C(C)C)C","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1223","129018-59-3","O=[N+]([O-])c2nc1ncc(cc1n2C)c3ccccc3","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1241","1806-29-7","Oc1ccccc1c2ccccc2(O)","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1244","811-97-2","FCC(F)(F)F","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1246","113393-59-2","OCC2=CC=C1C2(=CC(=CC=C1C)C(=C)C)","Test","Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1267","91-93-0","O=C=Nc1ccc(cc1(OC))c2ccc(N=C=O)c(OC)c2","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1269","96-48-0","O=C1OCCC1","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1282","95-68-1","Nc1ccc(cc1C)C","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1285","622-96-8","c1cc(ccc1C)CC","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1290","1466-88-2","O=CC=Cc1ccccc1[N+](=O)[O-]","Test","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1302","2687-41-4","O=C(Nc2ccc(Oc1ccc(N)cc1)cc2)C","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1306","159092-80-5","O=[N+]([O-])c1ccc3c(c1)c(cc2cccc(c23)[N+](=O)[O-])[N+](=O)[O-]","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1308","28657-80-9","O=C(O)C1=NN(c2cc3OCOc3(cc2(C1(=O))))CC","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1321","50935-04-1","O=C1c5cccc(O)c5(C(=O)c2c(O)c4c(c(O)c12)CC(O)(C(=O)C)CC4(OC3OC(C)C(O)C(N)C3))","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1337","91-63-4","n1c2ccccc2(ccc1C)","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1340","105-13-5","OCc1ccc(OC)cc1","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1342","1711-06-4","O=C(c1cccc(c1)C)Cl","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1344","120-71-8","O(c1ccc(cc1(N))C)C","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1347","551-06-4","C(=Nc1cccc2ccccc12)=S","Test","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1350","5862-77-1","O(c1ccc(N)cc1(N))CC","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1353","108354-48-9","n1ccnc3c1cc(c2c3(nc(N)n2C))C","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1365","70021-99-7","O=[N+]([O-])c5ccc2ccc3cc1ccccc1c4ccc5(c2c34)","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1367","14191-22-1","O=[N+]([O-])c1ccc3c(c1)[nH]c2ccccc23","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1377","127128-50-1","OCC(O)COC=CC=CC=CC=CCC","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1382","120812-50-2","O=[N+]([O-])c5cc(c3c2c5(ccc1cccc(c12)c4c3CCCC4))[N+](=O)[O-]","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1384","523-47-7","C2=C(C)CC1C(C(=CCC1(C(C)C))C)C2","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1390","104-03-0","O=C(O)Cc1ccc(cc1)[N+](=O)[O-]","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1393","26541-56-0","O=C(ON(c1ccc(cc1)c2ccccc2)C(=O)C)C","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1396","21919-05-1","O=C(N)c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])N2CC2","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1402","18699-02-0","O=C(O)Cc1ccc(cc1)NC(=O)C","Test","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1406","67-20-9","O=C2NC(=O)CN2(N=Cc1oc(cc1)[N+](=O)[O-])","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1417","55-63-0","O=[N+]([O-])OCC(O[N+](=O)[O-])CO[N+](=O)[O-]","Test","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1427","90421-79-7","n3c(OCC1OC1)c2ccccc2s3","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1428","35077-51-1","O=C(N(c2ccc(N=Nc1ccc(cc1)N(C(=O)C)C)cc2)C)C","Test","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1436","7665-72-7","O1CC1COC(C)(C)C","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1437","74339-98-3","OC6C=Cc2c(cc4c5ccccc5(cc3c1ccccc1c2c34))C6(O)","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1438","117467-28-4","O=C(OCOC(=O)C(C)(C)C)C4=C(C=Cc1c(ncs1)C)CSC3N4(C(=O)C3(NC(=O)C(=NOC)c2nc(N)sc2))","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1440","6281-32-9","OCc2ccnc1ccccc12","Test","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1441","580-16-5","Oc1ccc2ncccc2(c1)","Test","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1445","74-96-4","CCBr","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1447","57835-92-4","O=[N+]([O-])c4cc3cccc2ccc1cccc4(c1c23)","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1448","61396-61-0","O1CC1CCc2ccc(cc2)c3ccccc3","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1451","123-72-8","O=CCCC","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1452","2873-97-4","O=C(C=C)NC(C)(C)CC(=O)C","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1465","610-30-0","O=C(O)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1466","80-52-4","NC(C)(C)C1CCC(N)(C)CC1","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1474","556-52-5","OCC1OC1","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1475","4548-53-2","O=S(=O)(O)c3cc(N=Nc1cc(c(cc1C)C)S(=O)(=O)O)c(O)c2ccccc23","Test","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1479","73-31-4","O=C(NCCc2c[nH]c1ccc(OC)cc12)C","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1480","139-40-2","n1c(nc(nc1NC(C)C)Cl)NC(C)C","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1482","99-55-8","O=[N+]([O-])c1ccc(c(N)c1)C","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1488","585-07-9","O=C(OC(C)(C)C)C(=C)C","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1512","28322-02-3","O=C(Nc1cccc3c1c2ccccc2C3)C","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1516","821-95-4","C=CCCCCCCCCC","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1496","33399-00-7","O=P(OC(=CBr)c1ccc(cc1Cl)Cl)(OCC)OCC","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1498","84174-20-9","O=NN(C)Cc1ccc(OC)cc1","Test","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1500","13071-79-9","O(CC)P(OCC)(=S)SCSC(C)(C)C","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1502","321-60-8","Fc1ccccc1c2ccccc2","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1503","91-58-7","c1ccc2cc(ccc2(c1))Cl","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1508","97509-27-8","O=[N+]([O-])c2c3ccccc3(cc1c2(C=CC(O)C1(O)))","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1509","5355-16-8","n1cc(c(nc1N)N)Cc2ccc(OC)c(OC)c2","Test","Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1517","5694-00-8","O=C(N)C1OC1","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1532","1148-79-4","n1ccccc1c2nc(ccc2)c3ncccc3","Test","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1539","1520-21-4","C=Cc1ccc(N)cc1","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1559","4651-67-6","O=C(O)CCC(C)C3CCC2C4C(=O)CC1CC(O)CCC1(C)C4(CCC23(C))","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1561","98644-23-6","O=S(=O)(O)OCc3c1ccccc1c(c2c4ccccc4(ccc23))CO","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1563","107534-94-1","O=C(OC2CCC3C4CC=C1NC(=O)CCC1(C)C4(CCC23(C)))CCCc5ccc(cc5)N(CCCl)CCCl","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1543","67411-86-3","OCc4cc1ccccc1c3ccc2ccccc2c34","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1554","155379-83-2","O=[N+]([O-])c1c(N)c(cc(N)c1C)C","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1556","518-83-2","O=C1c3ccccc3(C(=O)c2c(O)cc(O)cc12)","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1558","634-90-2","c1c(cc(c(c1Cl)Cl)Cl)Cl","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1568","548-93-6","O=C(O)c1cccc(O)c1(N)","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1570","126-73-8","O=P(OCCCC)(OCCCC)OCCCC","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1571","542-56-3","O=NOCC(C)C","Test","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1576","105837-00-1","O=[N+]([O-])c1ccc2nc3ccc(cc3(nc2(c1)))[N+](=O)[O-]","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1585","109-55-7","NCCCN(C)C","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1593","54779-53-2","n1ccc3c(c1)c(c2c4cc(N)ccc4([nH]c2c3C))C","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1596","603-34-9","c1ccc(cc1)N(c2ccccc2)c3ccccc3","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1608","2892-51-5","O=C1C(=O)C(O)=C1(O)","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1614","65954-42-9","OC(c4ccc1ccc2cccc3ccc4(c1c23))C","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1623","7300-59-6","O=C(O)C(N)CCC(=O)Nc1ccc(cc1)[N+](=O)[O-]","Test","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1635","108-09-8","NC(C)CC(C)C","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1637","3375-84-6","O=C1OC(C)CN1CC(O)C","Test","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1640","88-44-8","O=S(=O)(O)c1cc(ccc1(N))C","Test","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1641","5343-65-7","O=C(Nc1ccc(cc1)C)CBr","Test","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1647","64091-91-4","O=NN(C)CCCC(=O)c1cnccc1","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1651","759-73-9","O=NN(C(=O)N)CC","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1654","2719-05-3","O=C(Nc1ccc(cc1)Cc2ccc(cc2)NC(=O)C)C","Test","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1655","620-22-4","N#Cc1cccc(c1)C","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1658","13394-86-0","Nc1ccc(cc1C)c2ccccc2C","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1669","108-45-2","Nc1cccc(N)c1","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1671","56980-93-9","O=C(Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(=O)C)N(CC)CC","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1672","91575-28-9","O=C(Nc1ccc(cc1Cl)Cc2ccc(N)c(c2)Cl)C","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1678","83053-57-0","O=C3c2cc(OCC)c1c4ccccc4(ccc1c2CC3)","Test","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1683","96-91-3","O=[N+]([O-])c1cc(N)c(O)c(c1)[N+](=O)[O-]","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1693","67-21-0","O=C(O)C(N)CCSCC","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1700","529-19-1","N#Cc1ccccc1C","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1706","5221-17-0","O=CC(CBr)Br","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1708","92-69-3","Oc1ccc(cc1)c2ccccc2","Test","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1710","122-57-6","O=C(C=Cc1ccccc1)C","Test","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1718","606-35-9","O=[N+]([O-])c1cc(c(OC)c(c1)[N+](=O)[O-])[N+](=O)[O-]","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1722","583-78-8","Oc1cc(ccc1Cl)Cl","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1728","13177-31-6","O=[N+]([O-])c4cccc3c2cccc1cccc(c12)c34","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1731","112965-21-6","OC(C=CC(C)C3CCC2C(=CC=C1C(=C)C(O)CC(O)C1)CCCC23(C))C4CC4","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1733","5910-89-4","n1ccnc(c1C)C","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1735","604-75-1","O=C1Nc3ccc(cc3(C(=NC1(O))c2ccccc2))Cl","Test","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1739","23491-44-3","Oc1ccc(cc1)c2nc3cc(ccc3([nH]2))c4nc5cc(ccc5([nH]4))N6CCN(C)CC6","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1741","57775-29-8","OC(COc2cccc3[nH]c1ccccc1c23)CNC(C)C","Test","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1744","64431-93-2","N1=C(NCC1)c2ccc(cc2)c3cc4ccc(cc4([nH]3))C5=NCCN5","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1747","482-44-0","O=C1Oc2c(OCC=C(C)C)c3occc3(cc2(C=C1))","Test","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1749","478-08-0","O=C1c3ccccc3(C(=O)c2c(O)c(c(O)cc12)CO)","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1752","120-12-7","c1ccc2cc3ccccc3(cc2(c1))","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1753","1421-63-2","O=C(c1cc(O)c(O)cc1(O))CCC","Test","Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1754","155798-37-1","n3c1ccccc1c(NCCCCCOc2ccc(cc2)N(CC)CCCl)c4ccccc34","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1762","93535-04-7","Nc1ccc(cc1)C=Cc2cccc(c2)Cl","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1764","535-11-5","O=C(OCC)C(C)Br","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1771","3029-19-4","O=Cc1ccc2ccc3cccc4ccc1c2c34","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1777","90243-66-6","O=C(N)C3N(C(=O)C(NC(=O)C1NC(=O)C(C)SC1)Cc2nc[nH]c2)CCC3","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1781","25155-23-1","O=P(Oc1ccc(cc1C)C)(Oc2ccc(cc2C)C)Oc3ccc(cc3C)C","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1805","91-59-8","Nc1ccc2ccccc2(c1)","Test","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1806","121-47-1","O=S(=O)(O)c1cccc(N)c1","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1796","839-90-7","O=C1N(C(=O)N(C(=O)N1CCO)CCO)CCO","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1808","4648-33-3","O=[N+]([O-])c2ccc(C=Cc1ccc(OC)cc1)cc2","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1810","645-49-8","c1ccc(cc1)C=Cc2ccccc2","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1812","85-44-9","O=C1OC(=O)c2ccccc12","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1814","114-26-1","O=C(Oc1ccccc1(OC(C)C))NC","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1819","109-86-4","OCCOC","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1822","205-99-2","c1ccc3c(c1)cc5c2ccccc2c4cccc3c45","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1823","107-05-1","C=CCCl","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1827","918-00-3","O=C(C)C(Cl)(Cl)Cl","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1831","524-89-0","n2c1occc1c(OC)c3cc4OCOc4(cc23)","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1832","105596-43-8","O=[N+]([O-])c3ccc2ccc1cccc4c1c2c3C5OC45","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1833","57564-91-7","O=NSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O","Test","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1835","2516-93-0","O=C(O)COCCCC","Test","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1836","27093-62-5","c1ccc2c(c1)ccc4c2c3c5ccccc5(ccc3n4C)","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1841","39081-15-7","Oc2cccc3cc4c5ccccc5(c1ccccc1c4(cc23))","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1845","136-35-6","N(=Nc1ccccc1)Nc2ccccc2","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1854","24191-98-8","OC5c4cc1OCOc1c3c2ccccc2CC(c34)N(C)C5","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1874","121-17-5","O=[N+]([O-])c1cc(ccc1Cl)C(F)(F)F","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1882","1805-02-3","n1c(N)n(c2ccc(OC)cc12)C","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1884","486-25-9","O=C2c1ccccc1c3ccccc23","Test","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"2117","127045-41-4","O=C(O)C2=CN1c3c(OCC1C)c(c(F)cc3(C2(=O)))C4(N)(CC4)","Test","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"2905","1204-72-4","O=[N+]([O-])c1cc2ccccc2(cc1C)","Test","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1898","134-09-8","O=C(OC1CC(C)CCC1C(C)C)c2ccccc2(N)","Test","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1905","88741-68-8","O=C1c4ccc(OC)cc4(c2nccc3cc(OC)c(OC)c1c23)","Test","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
